lemma	pos	year_first_occ	borrowed
напутственный	OTHER	1800	False
напутствие	N	1715	N/A
напутствовать	V	1755	False
напыжить	V	1900	False
напыление	N	1940	False
напыщенно	OTHER	1810	False
напыщенный	OTHER	1750	False
напяливать	V	1825	False
напялить	V	1805	False
нара	N	1750	False
нарабатывать	V	1960	False
наработать	V	1825	False
наработка	N	1960	False
наравне	OTHER	1755	False
нарадовать	V	1855	False
нараспашку	OTHER	1785	False
нараспев	OTHER	1780	False
нараспор	OTHER	2005	False
нарастание	N	1845	False
нарастать	V	1760	False
нарастающий	OTHER	1990	False
нарасти	V	1770	False
нарастить	V	1840	False
нарасхват	OTHER	1835	False
наращивание	N	1920	False
наращивать	V	1875	False
наращиваться	V	1900	False
нарвать	V	1765	False
нарваться	V	1820	False
нардеп	N	1980	True
нардеповец	N	1995	True
нарды	N	1900	True
нареветь	V	1920	False
наревский	OTHER	1910	False
нарезание	N	1900	False
нарезать	V	1715	N/A
нарезка	N	1820	False
нарезной	OTHER	1855	False
нарекание	N	1745	N/A
нарекать	V	1710	N/A
нареченный	N	1710	N/A
нареченный	OTHER	1720	N/A
наречие	N	1710	N/A
наречь	N	1865	False
наречь	V	1690	N/A
нарзанный	OTHER	1900	False
нарисовать	V	1710	N/A
нарицательный	OTHER	1750	False
наркобарон	N	1975	True
наркобарыга	N	1995	True
наркобизнес	N	1955	True
наркоделец	N	1990	True
наркодилер	N	1990	True
наркоз	N	1840	True
наркозависимость	N	1990	True
наркозависимый	OTHER	1990	True
наркозный	OTHER	1960	True
наркоканал	N	1995	True
наркокурьер	N	1985	True
нарколог	N	1920	True
наркологический	OTHER	1905	True
наркология	N	1930	True
нарком	N	1910	True
наркоман	N	1900	True
наркомания	N	1890	True
наркоманка	N	1915	True
наркоманский	OTHER	1965	True
наркомат	N	1915	True
наркоматовский	OTHER	1965	True
наркомафия	N	1985	True
наркомвнудел	N	1915	True
наркомвнуделец	N	1925	True
наркомовский	OTHER	1925	True
наркомтруд	N	1910	True
наркомфин	N	1910	True
наркомша	N	1935	True
наркомюст	N	1920	True
наркооборот	N	1995	True
наркосбытчик	N	1995	True
наркота	N	1965	True
наркотик	N	1875	True
наркотика	N	1960	True
наркотически	OTHER	1880	True
наркотический	OTHER	1830	True
наркоторговец	N	1990	True
наркоторговля	N	1990	True
наркотрафик	N	1995	True
наркоугроза	N	1995	True
народ	N	1675	N/A
народец	N	1825	False
народить	V	1700	N/A
народиться	V	1750	False
народишко	N	1840	False
народник	N	1860	False
народница	N	1885	False
народнический	OTHER	1870	False
народничество	N	1875	False
народность	N	1800	False
народнохозяйственный	OTHER	1895	False
народный	OTHER	1695	N/A
народовластие	N	1870	False
народоволец	N	1875	False
народовольческий	OTHER	1875	False
народовый	OTHER	1855	False
народолюбец	N	1845	False
народолюбивый	OTHER	1825	False
народолюбие	N	1825	False
народонаселение	N	1800	False
народопоклонство	N	1900	False
нарожать	V	1855	False
нарождать	V	1870	False
нарождаться	V	1800	False
нароком	OTHER	1750	False
нарост	N	1780	False
наростить	V	1920	False
нарочито	OTHER	1690	N/A
нарочитость	N	1890	False
нарочитый	OTHER	1675	N/A
нарочно	OTHER	1675	N/A
нарочный	N	1675	N/A
нарочный	OTHER	1675	N/A
нарпитовский	OTHER	1920	True
нарратив	N	1980	True
нарсуд	N	1915	False
нарта	N	1785	True
нарты	N	1830	False
нарубать	V	1875	False
нарубить	V	1715	N/A
наругать	V	1870	False
наружи	OTHER	1750	False
наружка	N	1965	False
наружно	OTHER	1710	N/A
наружность	N	1735	N/A
наружный	OTHER	1710	N/A
наружу	OTHER	1740	N/A
нарукавник	N	1810	False
нарумянить	V	1745	N/A
наручник	N	1830	False
наручный	OTHER	1915	False
нарушать	V	1725	N/A
нарушаться	V	1710	N/A
нарушение	N	1690	N/A
нарушенность	N	1885	False
нарушитель	N	1710	N/A
нарушить	V	1690	N/A
нарцисс	N	1730	True
нарциссизм	N	1930	True
нары	N	1780	False
нарыв	N	1765	False
нарывать	V	1750	False
нарыть	V	1760	False
наряд	N	1675	N/A
нарядить	V	1675	N/A
нарядиться	V	1755	False
нарядный	OTHER	1675	N/A
наряду	OTHER	1675	N/A
нарядчик	N	1760	False
нарядчица	N	1970	False
наряжать	V	1715	N/A
наряжаться	V	1725	N/A
нас	N	1845	False
насадить	V	1710	N/A
насадка	N	1845	False
насажать	V	1780	False
насаждать	V	1740	N/A
насаждение	N	1710	N/A
насаживать	V	1780	False
насвистывание	N	1860	False
насвистывать	V	1785	False
наседать	V	1810	False
наседка	N	1740	N/A
насекомое	N	1725	N/A
население	N	1710	N/A
населенный	OTHER	1745	N/A
населить	V	1715	N/A
насельник	N	1845	False
насельници	N	1850	False
населять	V	1710	N/A
насест	N	1835	False
насесть	N	1775	False
насесть	V	1830	False
насечка	N	1780	False
насечь	V	1775	False
насидеть	V	1740	N/A
насидеться	V	1765	False
насиживание	N	1855	False
насиживать	V	1780	False
насилие	N	1690	N/A
насиловать	V	1745	N/A
насилу	OTHER	1720	N/A
насильник	N	1715	N/A
насильничание	N	1870	False
насильно	OTHER	1710	N/A
насильный	OTHER	1720	N/A
насильственно	OTHER	1760	False
насильственный	OTHER	1735	N/A
наскакать	V	1720	N/A
наскакивать	V	1755	False
наскальный	OTHER	1915	False
наскандалить	V	1875	False
насквозь	OTHER	1755	False
наскипидарить	V	1905	False
наскок	N	1840	False
насколько	OTHER	1730	N/A
наскоро	OTHER	1675	N/A
наскочить	V	1770	False
наскребать	V	1875	False
наскрести	V	1850	False
наскрестись	V	1930	False
наскучить	V	1730	N/A
насладить	V	1875	False
насладиться	V	1720	N/A
наслаждать	V	1745	N/A
наслаждаться	V	1710	N/A
наслаждение	N	1735	N/A
наслаивать	V	1870	False
наслать	V	1675	N/A
наследие	N	1700	N/A
наследить	V	1710	N/A
наследник	N	1700	N/A
наследница	N	1710	N/A
наследный	OTHER	1690	N/A
наследование	N	1705	N/A
наследовать	V	1710	N/A
наследодатель	N	1905	False
наследственность	N	1770	False
наследственный	OTHER	1710	N/A
наследство	N	1715	N/A
наслеживать	V	1920	False
наслоение	N	1835	False
наслоить	V	1865	False
наслушать	V	1840	False
наслушаться	V	1780	False
наслышан	OTHER	1785	False
наслышанный	OTHER	1870	False
наслышать	V	1775	False
насмарку	OTHER	1865	False
насмерть	OTHER	1755	False
насмешечка	N	1830	False
насмешить	V	1770	False
насмешка	N	1735	N/A
насмешливо	OTHER	1800	False
насмешливость	N	1820	False
насмешливый	OTHER	1710	N/A
насмешник	N	1745	N/A
насмешница	N	1830	False
насмешничать	V	1860	False
насморк	N	1770	False
насморочный	OTHER	1900	False
насмотреть	V	1825	False
наснимать	V	1850	False
насобачить	V	1895	False
насобирать	V	1775	False
насовать	V	1825	False
насовсем	OTHER	1905	False
насолить	V	1780	False
насос	N	1715	N/A
насосать	V	1765	False
насосный	OTHER	1740	N/A
насочинять	V	1840	False
наспех	OTHER	1745	N/A
насрать	V	1840	False
наст	N	1750	False
наставать	V	1745	N/A
наставительный	OTHER	1715	N/A
наставить	V	1720	N/A
наставление	N	1710	N/A
наставлять	V	1710	N/A
наставник	N	1715	N/A
наставница	N	1765	False
настаивание	N	1820	False
настаивать	V	1760	False
настать	N	1990	False
настать	V	1675	N/A
настегать	V	1820	False
настежь	OTHER	1800	False
настелить	V	1765	False
настенный	OTHER	1810	False
настигать	V	1710	N/A
настигнуть	V	1755	False
настил	N	1835	False
настилать	V	1790	False
настилка	N	1790	False
настилочный	OTHER	1995	False
настлать	V	1925	False
настой	N	1780	False
настойка	N	1790	False
настойчиво	OTHER	1810	False
настойчивость	N	1800	False
настойчивый	OTHER	1800	False
настолько	OTHER	1795	False
настольник	N	1745	N/A
настольный	OTHER	1760	False
настораживать	V	1845	False
настораживаться	V	1850	False
настороже	OTHER	1820	False
настороженно	OTHER	1865	False
настороженность	N	1880	False
настороженный	OTHER	1840	False
насторожить	V	1825	False
настояние	N	1715	N/A
настоятель	N	1760	False
настоятельница	N	1805	False
настоятельно	OTHER	1775	False
настоятельность	N	1805	False
настоятельный	OTHER	1725	N/A
настоять	V	1710	N/A
настоящее	N	1675	N/A
настоящий	OTHER	1675	N/A
настраивать	V	1780	False
настрелять	V	1765	False
настриг	N	1890	False
настрогать	V	1850	False
настроение	N	1750	False
настроенность	N	1830	False
настроенный	OTHER	1730	N/A
настроить	V	1755	False
настрой	N	1770	False
настройка	N	1870	False
настрочить	V	1815	False
